job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
13,13,delay,84251.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,84251.000000,56678.000000,140929.000000,84251.000000,140929.000000,1.000000,20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,-1,""
10,10,delay,84250.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,84250.000000,64392.000000,148642.000000,84250.000000,148642.000000,1.000000,40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59,-1,""
17,17,delay,84252.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,116678.000000,45768.000000,162446.000000,116678.000000,162446.000000,1.000000,60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79,-1,""
16,16,delay,84252.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,140929.000000,29259.000000,170188.000000,140929.000000,170188.000000,1.000000,20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,-1,""
21,21,delay,84253.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,162446.000000,32936.000000,195382.000000,162446.000000,195382.000000,1.000000,60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79,-1,""
15,15,delay,84251.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,130635.000000,83819.000000,214454.000000,130635.000000,214454.000000,1.000000,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,-1,""
14,14,delay,84251.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,148642.000000,82700.000000,231342.000000,148642.000000,231342.000000,1.000000,40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59,-1,""
20,20,delay,84252.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,170188.000000,94307.000000,264495.000000,170188.000000,264495.000000,1.000000,20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,-1,""
19,19,delay,84252.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,214454.000000,81349.000000,295803.000000,214454.000000,295803.000000,1.000000,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,-1,""
18,18,delay,84252.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,231342.000000,69469.000000,300811.000000,231342.000000,300811.000000,1.000000,40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59,-1,""
25,25,delay,84256.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,195382.000000,107253.000000,302635.000000,195382.000000,302635.000000,1.000000,60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79,-1,""
24,24,delay,84256.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,264495.000000,76691.000000,341186.000000,264495.000000,341186.000000,1.000000,20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,-1,""
22,22,delay,84256.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,300811.000000,44285.000000,345096.000000,300811.000000,345096.000000,1.000000,40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59,-1,""
23,23,delay,84256.000000,20,259200.000000,1,COMPLETED_SUCCESSFULLY,295803.000000,60078.000000,355881.000000,295803.000000,355881.000000,1.000000,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,-1,""
26,26,delay,84256.000000,1,259200.000000,1,COMPLETED_SUCCESSFULLY,345096.000000,97141.000000,442237.000000,345096.000000,442237.000000,1.000000,40,-1,""
